field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"12401","6087100070",2014/05/23,661254,"4",4,"2290","6250",1.5,false,NONE,Very Good,7 Average,"1690","600.0","1940",1940,"98116",47.5824,-122.384,"1920","4335","600",false,0.463466351310964
"12402","3052700695",2014/05/07,575000,"4",2,"1650","5000",1,false,NONE,Average,7 Average,"1650","0.0","1955",1955,"98117",47.6781,-122.374,"1690","2276","0",false,1.05129253119878
"12403","6150200435",2014/05/13,230000,"2",0.75,"650","5360",1,false,NONE,Good,5 Fair,"650","0.0","1931",1931,"98133",47.7281,-122.335,"1110","6700","0",false,0.496243978546398
"12404","5423040140",2015/04/02,680000,"3",2.25,"2300","9914",2,false,NONE,Good,8 Good,"2300","0.0","1980",1980,"98027",47.5677,-122.086,"2240","9032","0",false,0.130712205776037
"12405","123039336",2014/06/11,148000,"1",1,"620","8261",1,false,NONE,Average,5 Fair,"620","0.0","1939",1939,"98106",47.5138,-122.364,"1180","8244","0",false,0.602156276379692
"12406","123039336",2014/12/08,244900,"1",1,"620","8261",1,false,NONE,Average,5 Fair,"620","0.0","1939",1939,"98106",47.5138,-122.364,"1180","8244","0",false,0.602156276379692
"12407","1446401290",2014/10/30,214950,"3",1,"1400","6600",1,false,NONE,Average,6 Low Average,"1280","120.0","1954",1954,"98168",47.4845,-122.331,"1730","6600","120",false,0.520379794589343
"12408","8010100135",2014/10/30,580000,"3",1.5,"1800","6250",1,false,NONE,Average,8 Good,"1420","380.0","1947",1947,"98116",47.5778,-122.389,"1800","5625","380",false,0.746477859646235
"12409","8899000140",2014/08/28,263000,"3",1.5,"1300","7885",1,false,NONE,Average,7 Average,"1300","0.0","1968",1968,"98055",47.4556,-122.209,"1840","7600","0",false,0.235595884314975
"12410","2172000570",2014/06/24,317000,"5",2.5,"2360","11375",1,false,NONE,Good,7 Average,"1180","1180.0","1962",1962,"98178",47.4875,-122.255,"1160","7800","1180",false,0.312069308883695
"12411","1471701200",2014/10/22,302000,"4",3,"3320","13500",1,false,NONE,Average,7 Average,"1750","1570.0","1963",1963,"98059",47.4596,-122.065,"1830","13800","1570",false,0.164869311710328
"12412","9808700370",2014/06/23,899000,"3",1,"1480","6978",2,false,NONE,Good,8 Good,"1480","0.0","1949",1985,"98004",47.6497,-122.217,"2660","13062","0",true,0.146987043989852
"12413","904000045",2014/06/23,1290000,"3",2.5,"2190","11394",1,false,NONE,Average,8 Good,"1550","640.0","1956",1956,"98199",47.6685,-122.409,"2190","9540","640",false,0.0454971772170991
"12414","7680400140",2014/06/26,710000,"3",3.25,"3740","136915",2.5,false,NONE,Average,11 Excellent,"3100","640.0","1990",1990,"98166",47.4549,-122.363,"2400","16104","640",false,0.362671360313494
"12415","3291800140",2014/11/07,230000,"3",1,"1360","9310",1,false,NONE,Good,7 Average,"1020","340.0","1980",1980,"98056",47.4901,-122.185,"1480","8330","340",false,0.294086807442034
"12416","3624039074",2015/05/04,430000,"3",1,"1210","5200",1,false,NONE,Average,6 Low Average,"1210","0.0","1941",1941,"98126",47.531,-122.373,"890","5200","0",false,0.639305675505383
"12417","98001070",2014/08/18,1170000,"5",4.25,"4610","13252",2,false,EXCELLENT,Average,11 Excellent,"4610","0.0","2004",2004,"98075",47.5878,-121.969,"4400","15154","0",false,0.151068192940458
"12418","5100402767",2014/10/14,397000,"3",1,"860","6380",1.5,false,NONE,Good,7 Average,"860","0.0","1927",1927,"98115",47.6942,-122.315,"1250","6380","0",false,0.202622924300685
"12419","2826049070",2015/02/25,595000,"3",2.5,"2250","8300",2,false,NONE,Average,8 Good,"2250","0.0","2003",2003,"98125",47.7174,-122.308,"1790","7626","0",false,0.79051830926161
"12420","9414610240",2015/03/10,485000,"3",1.75,"2030","10089",1,false,NONE,Good,8 Good,"1330","700.0","1976",1976,"98027",47.5217,-122.05,"2030","9827","700",false,0.697617429015542
"12421","4019301160",2014/06/27,755000,"5",2.5,"3260","24300",1.5,false,FAIR,Good,8 Good,"2310","950.0","1950",1950,"98155",47.7587,-122.274,"2390","32057","950",false,0.249661316869149
"12422","1217000340",2014/06/06,185000,"3",1,"1840","8100",1,false,NONE,Good,7 Average,"920","920.0","1953",1953,"98166",47.455,-122.35,"1250","8100","920",false,0.566465625231812
"12423","1217000340",2015/02/19,340000,"3",1,"1840","8100",1,false,NONE,Good,7 Average,"920","920.0","1953",1953,"98166",47.455,-122.35,"1250","8100","920",false,0.566465625231812
"12424","8081650400",2014/06/24,236000,"4",2.75,"2000","5827",2,false,NONE,Average,7 Average,"2000","0.0","1997",1997,"98038",47.3629,-122.026,"1710","6929","0",false,0.375065955642449
"12425","9465910310",2014/09/19,550000,"4",2.5,"2810","7549",2,false,NONE,Average,9 Better,"2810","0.0","1992",1992,"98072",47.7441,-122.173,"2750","7642","0",false,0.136383873671965
"12426","9468200163",2014/07/09,680000,"3",2,"1780","5720",1,false,NONE,Very Good,7 Average,"980","800.0","1925",1925,"98103",47.6794,-122.351,"1620","5050","800",false,0.314273393747484
"12427","305000310",2015/04/21,630000,"4",2.5,"2540","8706",2,false,NONE,Average,9 Better,"2540","0.0","1997",1997,"98075",47.5855,-122.031,"2540","6239","0",false,0.129922869988906
"12428","2624049035",2014/06/17,560000,"3",2,"2340","3477",1,false,FAIR,Very Good,7 Average,"1170","1170.0","1971",1971,"98118",47.54,-122.267,"2110","6300","1170",false,0.23413576869978
"12429","8098400135",2014/05/13,385000,"3",2,"1480","6600",1,false,AVERAGE,Average,7 Average,"740","740.0","1943",1943,"98146",47.5081,-122.385,"1250","7300","740",false,0.284973888388962
"12430","2291400342",2014/10/22,280000,"3",2.25,"1358","1141",3,false,NONE,Average,7 Average,"1358","0.0","2007",2007,"98133",47.7052,-122.346,"1358","1196","0",false,1.10339257238568
"12431","4051110240",2014/08/25,225000,"3",2.5,"1750","7490",1,false,NONE,Good,7 Average,"1180","570.0","1979",1979,"98042",47.3746,-122.149,"1570","7490","570",false,0.189774071557209
"12432","3024059078",2014/06/05,610000,"4",1.75,"1830","29110",2,false,NONE,Average,8 Good,"1230","600.0","1990",1990,"98040",47.5449,-122.215,"3630","16488","600",false,0.257716223912553
"12433","3182100105",2014/12/09,592500,"3",2,"1170","6750",1,false,NONE,Very Good,7 Average,"800","370.0","1947",1947,"98115",47.6752,-122.281,"1330","6750","370",false,1.08783512088404
"12434","6705850140",2014/10/09,750000,"4",2.75,"3170","7634",2,false,NONE,Average,10 Very Good,"3170","0.0","1992",1992,"98075",47.5774,-122.054,"2940","7846","0",false,0.322266829367295
"12435","8651442440",2014/10/23,164000,"4",1,"1530","4875",2,false,NONE,Average,7 Average,"1530","0.0","1977",1977,"98042",47.3638,-122.091,"1470","4875","0",false,0.275174180442866
"12436","3432500765",2014/06/12,320000,"2",1,"1100","8281",1,false,NONE,Good,7 Average,"1100","0.0","1947",1947,"98155",47.7414,-122.315,"1510","8281","0",false,0.645442752962553
"12437","3905100310",2014/06/25,544000,"4",2.5,"2030","3974",2,false,NONE,Average,8 Good,"2030","0.0","1994",1994,"98029",47.5692,-122.006,"1780","3953","0",false,0.2557878461553
"12438","1328330510",2014/09/09,344950,"3",1.75,"1870","7500",1,false,NONE,Very Good,8 Good,"1320","550.0","1978",1978,"98058",47.4428,-122.134,"1870","7275","550",false,0.327750340129952
"12439","4017050260",2014/06/06,539500,"3",2.5,"3080","12476",2,false,NONE,Average,10 Very Good,"3080","0.0","1990",1990,"98038",47.3752,-122.029,"3130","13631","0",false,0.191286992017748
"12440","2323069053",2015/04/17,420000,"4",1.75,"2480","60548",1,false,NONE,Good,7 Average,"1600","880.0","1968",1968,"98027",47.4722,-122.001,"2390","90169","880",false,0.086404033385178
"12441","4022900951",2015/04/02,305000,"2",1,"910","22725",1,false,NONE,Poor,6 Low Average,"910","0.0","1926",1926,"98155",47.7712,-122.299,"2000","14566","0",false,0.992298422158206
"12442","6450304630",2014/12/01,229000,"2",1,"810","5100",1,false,NONE,Average,6 Low Average,"810","0.0","1955",1955,"98133",47.7317,-122.343,"1500","5100","0",false,0.271095781740552
"12443","3303960060",2014/06/19,1070000,"5",3.5,"3990","9938",2,false,NONE,Average,11 Excellent,"3990","0.0","2001",2001,"98059",47.5198,-122.156,"3490","11734","0",false,0.209851381186655
"12444","993001342",2014/08/08,397500,"3",2.25,"1430","1383",3,false,NONE,Average,8 Good,"1430","0.0","2005",2005,"98103",47.6917,-122.341,"1430","1347","0",false,0.489981020510059
"12445","6743700030",2015/04/01,540000,"4",2,"2190","8402",2,false,NONE,Good,6 Low Average,"2190","0.0","1928",1928,"98033",47.6944,-122.175,"2210","7802","0",false,0.564716967031814
"12446","6696800030",2014/09/23,650000,"4",2.5,"2290","10186",2,false,NONE,Average,8 Good,"2290","0.0","1985",1985,"98008",47.6353,-122.124,"2150","10186","0",false,0.929340730635899
"12447","4114601580",2014/07/24,1900000,"6",4,"3020","13237",2,true,EXCELLENT,Average,8 Good,"2840","180.0","1942",1983,"98144",47.5924,-122.287,"3680","12620","180",true,0.00451783062217825
"12448","2025079045",2014/06/23,649000,"2",1.75,"2260","280962",2,false,AVERAGE,Average,9 Better,"1890","370.0","2005",2005,"98014",47.6359,-121.94,"2860","219542","370",false,0.361571460135321
"12449","182000350",2015/03/25,287500,"5",2,"2020","67953",1.5,false,NONE,Good,7 Average,"1620","400.0","1936",1936,"98178",47.4891,-122.263,"1270","13198","400",false,0.521254798542805
"12450","8082400136",2014/06/26,815000,"4",2.75,"2620","4743",1,false,AVERAGE,Good,8 Good,"1310","1310.0","1949",1949,"98117",47.6829,-122.4,"1900","4764","1310",false,0.169168993377106
"12451","6352600350",2014/12/09,795000,"2",2.5,"2830","8630",2,false,NONE,Average,10 Very Good,"2830","0.0","2001",2001,"98074",47.6481,-122.081,"3190","7515","0",false,0.273837584847443
"12452","9414610070",2015/01/30,502775,"3",1.75,"1700","9840",1,false,NONE,Good,8 Good,"1200","500.0","1976",1976,"98027",47.5192,-122.046,"2040","14169","500",false,0.733101276348544
"12453","7812801125",2015/01/12,222900,"2",1,"1110","6411",1,false,NONE,Average,6 Low Average,"1110","0.0","1944",1944,"98178",47.4962,-122.242,"1150","6504","0",false,0.167336961473645
"12454","1121039105",2014/12/03,399950,"4",3,"2150","64694",1,false,NONE,Average,8 Good,"1450","700.0","1969",1969,"98023",47.3268,-122.388,"2430","59612","700",false,0.0700161849996226
"12455","3591000030",2014/08/23,728000,"4",2.5,"2650","13684",2,false,NONE,Average,9 Better,"2650","0.0","1994",1994,"98052",47.6278,-122.108,"2650","12032","0",false,0.482635599771632
"12456","2386000240",2014/09/29,850000,"5",3.5,"3870","65556",2,false,NONE,Average,10 Very Good,"3870","0.0","1994",1994,"98053",47.6403,-121.992,"4290","67019","0",false,0.516419919762773
"12457","4254000060",2014/10/02,525000,"4",2.75,"2530","17856",2,false,NONE,Average,8 Good,"2530","0.0","1998",1998,"98019",47.7356,-121.959,"2530","14640","0",false,0.357080617449549
"12458","6623400193",2014/09/03,257000,"3",1,"1450","7850",1.5,false,NONE,Very Good,7 Average,"1450",?,"1910",1910,"98055",47.4299,-122.199,"1360","10400","0",false,0.260631114357723
"12459","8944550140",2014/05/19,433500,"3",2.5,"2200","3360",2,false,NONE,Average,8 Good,"2200","0.0","2009",2009,"98118",47.5418,-122.287,"2130","3423","0",false,1.18937427024877
"12460","2730500140",2015/04/23,314950,"4",1.75,"1890","9623",1,false,NONE,Good,7 Average,"1290","600.0","1969",1969,"98001",47.2901,-122.279,"1510","9711","600",false,0.0723180901509735
"12461","5490210510",2014/09/22,500000,"3",1.75,"1530","14633",1,false,NONE,Average,7 Average,"1100","430.0","1977",1977,"98052",47.6949,-122.119,"1780","8100","430",false,0.758859299065866
"12462","8718500560",2014/06/27,300000,"3",1.5,"1590","8911",1,false,NONE,Average,7 Average,"1590","0.0","1956",1956,"98028",47.7394,-122.252,"1590","9625","0",false,0.566907872855353
"12463","8651520160",2014/07/07,645000,"4",2.5,"2690","18653",2,false,NONE,Average,8 Good,"2690","0.0","1985",1985,"98074",47.6449,-122.059,"2230","9744","0",false,0.465759583907011
"12464","2868900160",2014/10/02,222500,"3",1,"990","10125",1,false,NONE,Average,7 Average,"990","0.0","1972",1972,"98042",47.3422,-122.089,"1360","10125","0",false,0.151179230497311
"12465","8062900030",2014/07/15,275000,"3",1.75,"1300","8099",1,false,NONE,Good,7 Average,"1080","220.0","1976",1976,"98056",47.5026,-122.172,"1270","8099","220",false,0.0628568439988237
"12466","3336000626",2015/04/16,498000,"3",1.5,"1720","6570",1.5,false,NONE,Good,8 Good,"1720","0.0","1909",1909,"98118",47.5284,-122.265,"1360","6000","0",false,0.11848282215603
"12467","3226059083",2014/06/26,800000,"3",1.75,"2080","75794",1,false,NONE,Average,7 Average,"2080","0.0","1958",1958,"98033",47.7018,-122.189,"1870","11020","0",false,0.256424002636747
"12468","7212660960",2014/08/14,297000,"3",2.5,"1840","8234",2,false,NONE,Average,8 Good,"1840","0.0","1994",1994,"98003",47.267,-122.312,"1940","7601","0",false,0.254742146104351
"12469","1180007375",2015/05/12,625000,"5",3.5,"4010","6000",2,false,GOOD,Average,9 Better,"2560","1450.0","1997",1997,"98178",47.4928,-122.229,"2440","6000","1450",false,0.740524757610974
"12470","1150900060",2014/10/30,770000,"4",2.5,"3560","6187",2,false,NONE,Average,9 Better,"3560","0.0","2003",2003,"98029",47.5593,-122.016,"3190","6981","0",false,0.307481257793503
"12471","9528102110",2014/09/17,517000,"3",2.25,"1640","4635",1.5,false,NONE,Average,8 Good,"1540","100.0","1930",1930,"98115",47.6793,-122.319,"1530","4635","100",false,0.235099494315851
"12472","1172000150",2014/08/29,238000,"1",1,"530","6350",1,false,NONE,Very Good,5 Fair,"530","0.0","1941",1941,"98103",47.6946,-122.357,"1200","6350","0",false,1.17993971233391
"12473","1523049115",2014/10/21,234550,"3",1,"1990","15375",1,false,NONE,Average,7 Average,"1140","850.0","1946",1946,"98168",47.4778,-122.288,"1160","10236","850",false,0.939687013636025
"12474","4222310410",2014/09/29,230500,"3",2.25,"1690","7245",1,false,FAIR,Average,7 Average,"1160","530.0","1973",1973,"98003",47.3505,-122.305,"1690","6720","530",false,0.38044760724164
"12475","2568300210",2014/06/28,585000,"5",2.5,"2670","16777",1.5,false,NONE,Good,7 Average,"1620","1050.0","1920",1920,"98125",47.7015,-122.301,"1610","8227","1050",false,0.94129610443831
"12476","3131201320",2014/08/22,733000,"4",1.75,"1930","3876",1.5,false,NONE,Very Good,7 Average,"1450","480.0","1924",1924,"98105",47.6604,-122.324,"1280","3825","480",false,0.435944273759516
"12477","1982201255",2014/11/14,357950,"2",1,"810","3880",1,false,NONE,Average,7 Average,"810","0.0","1952",1952,"98107",47.6631,-122.365,"900","4365","0",false,0.40517386340373
"12478","125039025",2014/06/11,530000,"3",1.75,"1550","3680",1,false,NONE,Average,7 Average,"1050","500.0","1927",1927,"98117",47.6817,-122.36,"1560","4000","500",false,0.747683021929375
"12479","5379805121",2014/12/29,377500,"4",2.5,"2640","10720",2,false,NONE,Average,8 Good,"2640","0.0","1999",1999,"98188",47.4485,-122.278,"1680","10018","0",false,1.07208990140803
"12480","7853302520",2015/02/06,475000,"4",2.5,"2320","10046",2,false,NONE,Average,7 Average,"2320","0.0","2006",2006,"98065",47.5406,-121.887,"2320","5253","0",false,0.377946461254368
"12481","1921069101",2015/05/08,399000,"3",1.75,"2170","73616",1,false,NONE,Average,7 Average,"2170","0.0","2008",2008,"98092",47.2881,-122.086,"1710","297514","0",false,0.910891240495406
"12482","9276202160",2014/11/26,660000,"3",2,"2080","5750",1,false,NONE,Very Good,7 Average,"1040",?,"1926",1926,"98116",47.5791,-122.392,"1710","4830","1040",false,0.574120526765001
"12483","4037500230",2014/10/07,400000,"5",2.25,"2070","10488",1,false,NONE,Good,7 Average,"1080","990.0","1958",1958,"98008",47.6095,-122.122,"1740","9225","990",false,0.364843992347611
"12484","1982201345",2014/05/02,440000,"2",1,"800","4850",1,false,NONE,Good,7 Average,"800","0.0","1944",1944,"98107",47.6639,-122.364,"1150","4365","0",false,0.483814022948322
"12485","5469500180",2015/02/06,366400,"4",2.25,"2040","14383",1,false,NONE,Good,8 Good,"1270","770.0","1977",1977,"98042",47.3849,-122.163,"2030","11500","770",false,0.216360946579917
"12486","1088810040",2015/03/20,627250,"4",2.5,"2830","10677",2,false,NONE,Average,9 Better,"2830","0.0","1993",1993,"98011",47.742,-122.208,"2970","9619","0",false,0.350025286624101
"12487","2117700085",2014/07/30,375950,"3",1.75,"1480","7560",1,false,NONE,Average,6 Low Average,"1100","380.0","1920",1985,"98117",47.6985,-122.364,"1510","7250","380",true,0.836263559206742
"12488","9211500730",2015/02/18,162000,"3",2.25,"1810","6750",1,false,NONE,Average,7 Average,"1280","530.0","1978",1978,"98023",47.2976,-122.377,"1690","7770","530",false,0.590276322797503
"12489","4083801395",2014/07/24,780000,"3",2.75,"1970","2600",2.5,false,NONE,Average,8 Good,"1970","0.0","1924",1994,"98103",47.663,-122.335,"1680","3120","0",true,0.670459183819008
"12490","9274201006",2014/05/07,705000,"4",2.5,"2650","4316",1.5,false,NONE,Average,8 Good,"1520","1130.0","1905",2013,"98116",47.5866,-122.389,"1690","5625","1130",true,0.349499870930157
"12491","7205800040",2014/12/23,450000,"4",2.5,"2820","15233",1,false,AVERAGE,Good,9 Better,"1820","1000.0","1972",1972,"98003",47.3426,-122.321,"2560","11998","1000",false,0.399655545017709
"12492","3276180210",2014/11/17,311000,"3",2.75,"1400","7880",1,false,NONE,Average,7 Average,"1000","400.0","1981",1981,"98056",47.5095,-122.193,"1400","7279","400",false,0.45162097709548
"12493","3904900530",2014/06/13,485000,"3",2.5,"1580","6065",2,false,NONE,Average,8 Good,"1580","0.0","1985",1985,"98029",47.5692,-122.021,"1770","6700","0",false,0.203786218738914
"12494","9560800040",2014/07/16,485000,"3",2.5,"1800","11034",2,false,NONE,Good,8 Good,"1800","0.0","1987",1987,"98072",47.7558,-122.142,"1940","8900","0",false,0.31872989809246
"12495","5249801411",2014/10/10,725000,"5",3.75,"3360","6000",2,false,NONE,Average,8 Good,"2640","720.0","1963",1999,"98118",47.558,-122.277,"1930","6000","720",true,0.539402625618356
"12496","3750603492",2014/07/15,185000,"3",1,"1510","17040",1,false,NONE,Good,6 Low Average,"1510",?,"1975",1975,"98001",47.2649,-122.285,"1520","14000","0",false,0.162143615794593
"12497","249000180",2014/12/01,1890000,"4",4.25,"4285","9345",2,false,NONE,Average,10 Very Good,"4285","0.0","2013",2013,"98004",47.6332,-122.199,"1570","8994","0",false,0.46914012708418
"12498","1796370180",2015/05/08,260000,"3",2.25,"1610","7423",2,false,NONE,Good,7 Average,"1610","0.0","1990",1990,"98042",47.3713,-122.091,"1530","8102","0",false,0.252481735292187
"12499","6699940120",2015/04/30,356000,"4",2.5,"2470","5074",2,false,NONE,Average,8 Good,"2470","0.0","2004",2004,"98038",47.3457,-122.041,"2470","5078","0",false,0.265776137241185
"12500","3830210230",2015/03/19,225205,"3",1,"1200","7220",1,false,NONE,Average,6 Low Average,"1200","0.0","1977",1977,"98030",47.3746,-122.183,"1200","7200","0",false,0.162996749154329
"12501","9144100158",2014/12/29,445000,"3",1,"1260","8910",1,false,NONE,Good,7 Average,"1260","0.0","1949",1949,"98117",47.7,-122.375,"1560","8910","0",false,0.594813558343926
